system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,blue,cs_cdf,doy,evi,green,mask,ndvi,ndvi_asm,ndvi_corr,ndvi_ent,ndvi_texture_sd_3,ndvi_texture_sd_5,nir,re1,re2,re3,red,region,spatial_max,swir1,swir2,system:time_start,.geo
20220102T095411_20220102T095409_T33UXQ_115,0,2022-01-02,0,0,0,0,meadow,48.901275,3,17.808827,1,1,NB51,0.0439,0.8823529411764706,1.0,0.23803231028444946,0.0811,1.0,0.41926097869873047,0.004793388429752049,0.4561392817787678,5.342821787447657,610.2208625090036,704.2950053389947,0.2439,0.1595,0.2197,0.229,0.0998,NB,0.6911841428132431,0.2755,0.1826,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.808826999999997,48.901275000000005]}"
20220102T095411_20220102T095409_T33UXQ_116,0,2022-01-02,196,1,5,38.5,pasture,48.90854,0,17.795525,0,0,NB52,0.0572,0.8745098039215686,1.0,0.246843853820598,0.0891,1.0,0.3983914256095886,0.004793388429752049,0.8178997944840376,5.342821787447658,698.0063881877113,1277.1652410984825,0.26080000000000003,0.1573,0.202,0.2202,0.11220000000000001,NB,0.6911841428132431,0.2494,0.15330000000000002,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.795525000000005,48.90854]}"
20220102T095411_20220102T095409_T33UXQ_117,0,2022-01-02,210,1,5,0,grazed meadow,48.882722,7,17.759944,1,1,NB55,1.0E-4,0.9058823529411765,1.0,0.16739720308912545,0.0055000000000000005,1.0,0.7035087943077087,0.004836880165289239,0.6491949690965026,5.3363629159924395,1471.9818682900807,1356.600432636543,0.0971,0.0425,0.060000000000000005,0.0786,0.016900000000000002,NB,0.6911841428132431,0.09670000000000001,0.058300000000000005,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.759944000000004,48.88272200000001]}"
20220102T095411_20220102T095409_T33UXQ_118,0,2022-01-02,270,1,5,1.0,grazed meadow,48.87587,5,17.816523,1,1,NB56,0.042800000000000005,0.8156862745098039,1.0,0.11852502194907814,0.0274,1.0,0.4444444477558136,0.004793388429752049,0.6569985120039878,5.342821787447658,440.0575158349367,695.0489707817104,0.0702,0.0424,0.0519,0.0645,0.027,NB,0.6911841428132431,0.0653,0.0565,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.816523,48.87586999999999]}"
20220102T095411_20220102T095409_T33UXQ_119,0,2022-01-02,270,1,5,8.6,mulched grazed meadow,48.901333,0,17.80675,1,1,NB57,0.014,0.8745098039215686,1.0,0.1568936804277325,0.027100000000000003,1.0,0.5897858142852783,0.004783057851239652,0.5547812948924282,5.34439712194893,734.5184195249337,769.176341271888,0.0965,0.040100000000000004,0.0448,0.057800000000000004,0.024900000000000002,NB,0.6911841428132431,0.0937,0.0579,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.80675,48.901333]}"
20220102T095411_20220102T095409_T33UXQ_120,0,2022-01-02,270,1,5,38.5,pasture,48.887318,0.5,17.768697,0,0,NB61,0.0324,0.9058823529411765,1.0,0.3891085019765178,0.0828,1.0,0.5780017375946045,0.004793388429752049,0.4557612463946922,5.342821787447658,410.1836993616262,549.5085712082201,0.36010000000000003,0.1835,0.3002,0.339,0.09630000000000001,NB,0.6911841428132431,0.3058,0.1768,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.768697,48.88731800000001]}"
20220102T095411_20220102T095409_T33UXQ_121,0,2022-01-02,196,1,5,20.75,grazed meadow,48.877917,0.5,17.789222,1,1,NB62,0.0038,0.8745098039215686,1.0,0.23752574579762142,0.0506,1.0,0.5616653561592102,0.004772727272727256,0.5516080333220578,5.345972456450203,590.8866512021808,647.2729746156422,0.1988,0.0999,0.1627,0.1786,0.0558,NB,0.6911841428132431,0.1714,0.10210000000000001,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.789222,48.877917]}"
20220102T095411_20220102T095409_T33UXQ_122,0,2022-01-02,210,1,5,5.5,grazed meadow,48.895,25,17.795194,1,1,NB7,0.0379,0.8823529411764706,1.0,0.22555022339897407,0.0671,1.0,0.420030802488327,0.004783057851239652,0.7300072301365451,5.34439712194893,653.8102662265574,756.109298283943,0.23040000000000002,0.1446,0.18050000000000002,0.21280000000000002,0.0941,NB,0.6911841428132431,0.2341,0.1494,1.641117426188E12,"{""type"":""Point"",""coordinates"":[17.795194,48.895]}"
20220107T095309_20220107T095353_T33UXQ_77,0,2022-01-07,210,1,5,36.25,grazed meadow,48.89529,0,17.81145,1,1,NB1,0.06670000000000001,0.9372549019607843,6.0,0.5096787135167664,0.1042,1.0,0.6070077419281006,0.004830888429752048,0.29000704376392583,5.3376231835934576,181.5939903817688,331.5829366902131,0.4036,0.18380000000000002,0.3209,0.3558,0.09870000000000001,NB,0.5663499519249537,0.15330000000000002,0.0932,1.641549420519E12,"{""type"":""Point"",""coordinates"":[17.811450000000004,48.89529000000001]}"
20220107T095309_20220107T095353_T33UXQ_78,0,2022-01-07,270,1,5,36.25,pasture,48.8858,0.1,17.76126,0,0,NB10,0.0533,0.9333333333333333,6.0,0.3437705276987081,0.0826,1.0,0.4970601499080658,0.004783057851239652,0.2653776599185186,5.34439712194893,218.9310290979203,293.8144761298271,0.331,0.1758,0.24230000000000002,0.2715,0.11120000000000001,NB,0.5663499519249537,0.2853,0.1925,1.641549420519E12,"{""type"":""Point"",""coordinates"":[17.761260000000004,48.88580000000001]}"
